full_text,Kategori,text_lemmatized,text_tokenized
dear diary gorgeous girl ba class cant dance offbeat like drunk good thing g didnt bother like girl ie slay unlike middle aged woman standing close everyone girl ie slay,1,dear diary gorgeous girl ba class cant dance offbeat like drunk good thing g didnt bother like girl ie slay unlike middle aged woman standing close everyone girl ie slay,"['dear', 'diary', 'gorgeous', 'girl', 'ba', 'class', 'cant', 'dance', 'offbeat', 'like', 'drunk', 'good', 'thing', 'g', 'didnt', 'bother', 'like', 'girl', 'ie', 'slay', 'unlike', 'middle', 'aged', 'woman', 'standing', 'close', 'everyone', 'girl', 'ie', 'slay']"
hop oh see much recently dont teach ba popular dance classes,1,hop oh see much recently dont teach ba popular dance class,"['hop', 'oh', 'see', 'much', 'recently', 'dont', 'teach', 'ba', 'popular', 'dance', 'class']"
check amazing th ba dance way go ugh coach corky bear drive collier,1,check amazing th ba dance way go ugh coach corky bear drive collier,"['check', 'amazing', 'th', 'ba', 'dance', 'way', 'go', 'ugh', 'coach', 'corky', 'bear', 'drive', 'collier']"
bo thinking dance battle la showing towel walk ba class awkwardly bop way exactly adventure thank,1,bo thinking dance battle la showing towel walk ba class awkwardly bop way exactly adventure thank,"['bo', 'thinking', 'dance', 'battle', 'la', 'showing', 'towel', 'walk', 'ba', 'class', 'awkwardly', 'bop', 'way', 'exactly', 'adventure', 'thank']"
zo actually dancing ba must bit complicated bo dance,1,zo actually dancing ba must bit complicated bo dance,"['zo', 'actually', 'dancing', 'ba', 'must', 'bit', 'complicated', 'bo', 'dance']"
bo cute dancing towel reason towel hey thought going dance battle end ba dance,1,bo cute dancing towel reason towel hey thought going dance battle end ba dance,"['bo', 'cute', 'dancing', 'towel', 'reason', 'towel', 'hey', 'thought', 'going', 'dance', 'battle', 'end', 'ba', 'dance']"
ba park farm park farm primary academy tue may dance,1,ba park farm park farm primary academy tue may dance,"['ba', 'park', 'farm', 'park', 'farm', 'primary', 'academy', 'tue', 'may', 'dance']"
join studio dance fitness year n dance fit ba line dancing n tai chi new time starting th may n fit n fun chair based exercise call become member,1,join studio dance fitness year n dance fit ba line dancing n tai chi new time starting th may n fit n fun chair based exercise call become member,"['join', 'studio', 'dance', 'fitness', 'year', 'n', 'dance', 'fit', 'ba', 'line', 'dancing', 'n', 'tai', 'chi', 'new', 'time', 'starting', 'th', 'may', 'n', 'fit', 'n', 'fun', 'chair', 'based', 'exercise', 'call', 'become', 'member']"
f ba session fitness discipline mid one hand maintain healthy body develop strengthen give flexibility body dance combined series aerobic,1,f ba session fitness discipline mid one hand maintain healthy body develop strengthen give flexibility body dance combined series aerobic,"['f', 'ba', 'session', 'fitness', 'discipline', 'mid', 'one', 'hand', 'maintain', 'healthy', 'body', 'develop', 'strengthen', 'give', 'flexibility', 'body', 'dance', 'combined', 'series', 'aerobic']"
n k k k lo de fire ras k mau dance ba gue,1,n k k k lo de fire ra k mau dance ba gue,"['n', 'k', 'k', 'k', 'lo', 'de', 'fire', 'ra', 'k', 'mau', 'dance', 'ba', 'gue']"
wondering holding towel saw dance ba n cute,1,wondering holding towel saw dance ba n cute,"['wondering', 'holding', 'towel', 'saw', 'dance', 'ba', 'n', 'cute']"
apparently bo might thought dance even bought towel end dancing ba hah hah aha wang bo cruise n wang bo n cruise,1,apparently bo might thought dance even bought towel end dancing ba hah hah aha wang bo cruise n wang bo n cruise,"['apparently', 'bo', 'might', 'thought', 'dance', 'even', 'bought', 'towel', 'end', 'dancing', 'ba', 'hah', 'hah', 'aha', 'wang', 'bo', 'cruise', 'n', 'wang', 'bo', 'n', 'cruise']"
chaos u ba session fitness discipline mid one hand maintain healthy body develop strengthen give flexibility body dance combined series aerobic,1,chaos u ba session fitness discipline mid one hand maintain healthy body develop strengthen give flexibility body dance combined series aerobic,"['chaos', 'u', 'ba', 'session', 'fitness', 'discipline', 'mid', 'one', 'hand', 'maintain', 'healthy', 'body', 'develop', 'strengthen', 'give', 'flexibility', 'body', 'dance', 'combined', 'series', 'aerobic']"
fun ba class,1,fun ba class,"['fun', 'ba', 'class']"
respect ba community gym would confidence dance like public setting,1,respect ba community gym would confidence dance like public setting,"['respect', 'ba', 'community', 'gym', 'would', 'confidence', 'dance', 'like', 'public', 'setting']"
ba available mornings fun easy workout combining ultimate dance full body workout n free pay book,1,ba available morning fun easy workout combining ultimate dance full body workout n free pay book,"['ba', 'available', 'morning', 'fun', 'easy', 'workout', 'combining', 'ultimate', 'dance', 'full', 'body', 'workout', 'n', 'free', 'pay', 'book']"
n dance dance,1,n dance dance,"['n', 'dance', 'dance']"
bo think going street dance brought towel ready dance ba,1,bo think going street dance brought towel ready dance ba,"['bo', 'think', 'going', 'street', 'dance', 'brought', 'towel', 'ready', 'dance', 'ba']"
mani enough dance style come close ba mainly based repetition,1,mani enough dance style come close ba mainly based repetition,"['mani', 'enough', 'dance', 'style', 'come', 'close', 'ba', 'mainly', 'based', 'repetition']"
n step pin strong calm yoga grammar leisure n pay take look hale sale per ley n dance dance dance lady gag keep dancing dancing queen dance dancing street ba,1,n step pin strong calm yoga grammar leisure n pay take look hale sale per ley n dance dance dance lady gag keep dancing dancing queen dance dancing street ba,"['n', 'step', 'pin', 'strong', 'calm', 'yoga', 'grammar', 'leisure', 'n', 'pay', 'take', 'look', 'hale', 'sale', 'per', 'ley', 'n', 'dance', 'dance', 'dance', 'lady', 'gag', 'keep', 'dancing', 'dancing', 'queen', 'dance', 'dancing', 'street', 'ba']"
check ba workout fitness hood ie exercise dance hood ie active wear shirt top via,1,check ba workout fitness hood ie exercise dance hood ie active wear shirt top via,"['check', 'ba', 'workout', 'fitness', 'hood', 'ie', 'exercise', 'dance', 'hood', 'ie', 'active', 'wear', 'shirt', 'top', 'via']"
learn v dance ba class description shorts dance via h june th coronation concert c ne,1,learn v dance ba class description short dance via h june th coronation concert c ne,"['learn', 'v', 'dance', 'ba', 'class', 'description', 'short', 'dance', 'via', 'h', 'june', 'th', 'coronation', 'concert', 'c', 'ne']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
read inspiring ba collection effective weight loss flat stomach ba fantastic aerobic fitness dance workout program,1,read inspiring ba collection effective weight loss flat stomach ba fantastic aerobic fitness dance workout program,"['read', 'inspiring', 'ba', 'collection', 'effective', 'weight', 'loss', 'flat', 'stomach', 'ba', 'fantastic', 'aerobic', 'fitness', 'dance', 'workout', 'program']"
e vol l yoga n gen ba us ge super cool en w yoga pass ich f e dich sol dance yoga,1,e vol l yoga n gen ba u ge super cool en w yoga pas ich f e dich sol dance yoga,"['e', 'vol', 'l', 'yoga', 'n', 'gen', 'ba', 'u', 'ge', 'super', 'cool', 'en', 'w', 'yoga', 'pas', 'ich', 'f', 'e', 'dich', 'sol', 'dance', 'yoga']"
moro core fitness da complex time come kick dance stress away us dance improve body mind soul dance workout dance fitness da dance fitness classes ba,1,moro core fitness da complex time come kick dance stress away u dance improve body mind soul dance workout dance fitness da dance fitness class ba,"['moro', 'core', 'fitness', 'da', 'complex', 'time', 'come', 'kick', 'dance', 'stress', 'away', 'u', 'dance', 'improve', 'body', 'mind', 'soul', 'dance', 'workout', 'dance', 'fitness', 'da', 'dance', 'fitness', 'class', 'ba']"
el con z tor bal bac ba family c ba bach core ba dance ba family z dance fiesta ba fun ba time ba video,1,el con z tor bal bac ba family c ba bach core ba dance ba family z dance fiesta ba fun ba time ba video,"['el', 'con', 'z', 'tor', 'bal', 'bac', 'ba', 'family', 'c', 'ba', 'bach', 'core', 'ba', 'dance', 'ba', 'family', 'z', 'dance', 'fiesta', 'ba', 'fun', 'ba', 'time', 'ba', 'video']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
come ba us tonight combining dance around world ba fantastic way get active n ba every fife community center first class free learn,1,come ba u tonight combining dance around world ba fantastic way get active n ba every fife community center first class free learn,"['come', 'ba', 'u', 'tonight', 'combining', 'dance', 'around', 'world', 'ba', 'fantastic', 'way', 'get', 'active', 'n', 'ba', 'every', 'fife', 'community', 'center', 'first', 'class', 'free', 'learn']"
j j j dance ran ba al go,1,j j j dance ran ba al go,"['j', 'j', 'j', 'dance', 'ran', 'ba', 'al', 'go']"
soup book ba gym cant run know people say always work used dance professionally something like x,1,soup book ba gym cant run know people say always work used dance professionally something like x,"['soup', 'book', 'ba', 'gym', 'cant', 'run', 'know', 'people', 'say', 'always', 'work', 'used', 'dance', 'professionally', 'something', 'like', 'x']"
thank devouring flop ba dance guess voice,1,thank devouring flop ba dance guess voice,"['thank', 'devouring', 'flop', 'ba', 'dance', 'guess', 'voice']"
hey ba family back dancing shall see dance floor schedule week,1,hey ba family back dancing shall see dance floor schedule week,"['hey', 'ba', 'family', 'back', 'dancing', 'shall', 'see', 'dance', 'floor', 'schedule', 'week']"
aye dee flop,1,aye dee flop,"['aye', 'dee', 'flop']"
dance class new single tasty,1,dance class new single tasty,"['dance', 'class', 'new', 'single', 'tasty']"
better one grueling physically workout ba dance late session,1,better one grueling physically workout ba dance late session,"['better', 'one', 'grueling', 'physically', 'workout', 'ba', 'dance', 'late', 'session']"
l leg el moment de n es per en las es de ba car dance en las das bando las j j ne sun barrio el bien,1,l leg el moment de n e per en la e de ba car dance en la da bando la j j ne sun barrio el bien,"['l', 'leg', 'el', 'moment', 'de', 'n', 'e', 'per', 'en', 'la', 'e', 'de', 'ba', 'car', 'dance', 'en', 'la', 'da', 'bando', 'la', 'j', 'j', 'ne', 'sun', 'barrio', 'el', 'bien']"
sal dance las ba music travel fitness love ba fitness dancer bow ba instructor fun workout music z party photography,1,sal dance la ba music travel fitness love ba fitness dancer bow ba instructor fun workout music z party photography,"['sal', 'dance', 'la', 'ba', 'music', 'travel', 'fitness', 'love', 'ba', 'fitness', 'dancer', 'bow', 'ba', 'instructor', 'fun', 'workout', 'music', 'z', 'party', 'photography']"
man h per de ba dance legal canal nova dos ne liana n,1,man h per de ba dance legal canal nova do ne liana n,"['man', 'h', 'per', 'de', 'ba', 'dance', 'legal', 'canal', 'nova', 'do', 'ne', 'liana', 'n']"
l leg el moment de n es per en las es de ba car dance en las das bando las j j ne sun barrio el bien,1,l leg el moment de n e per en la e de ba car dance en la da bando la j j ne sun barrio el bien,"['l', 'leg', 'el', 'moment', 'de', 'n', 'e', 'per', 'en', 'la', 'e', 'de', 'ba', 'car', 'dance', 'en', 'la', 'da', 'bando', 'la', 'j', 'j', 'ne', 'sun', 'barrio', 'el', 'bien']"
de de r de de b air per ba e fit dance r po po de car al ho,1,de de r de de b air per ba e fit dance r po po de car al ho,"['de', 'de', 'r', 'de', 'de', 'b', 'air', 'per', 'ba', 'e', 'fit', 'dance', 'r', 'po', 'po', 'de', 'car', 'al', 'ho']"
gim hope eddy grant dance fitness ba via,1,gim hope eddy grant dance fitness ba via,"['gim', 'hope', 'eddy', 'grant', 'dance', 'fitness', 'ba', 'via']"
li da river e parole ba fitness music dance smile,1,li da river e parole ba fitness music dance smile,"['li', 'da', 'river', 'e', 'parole', 'ba', 'fitness', 'music', 'dance', 'smile']"
en la tu de tur come r gaz term en un dance rich girl con vodka f,1,en la tu de tur come r gaz term en un dance rich girl con vodka f,"['en', 'la', 'tu', 'de', 'tur', 'come', 'r', 'gaz', 'term', 'en', 'un', 'dance', 'rich', 'girl', 'con', 'vodka', 'f']"
taking ba class level dance studio come join dance,1,taking ba class level dance studio come join dance,"['taking', 'ba', 'class', 'level', 'dance', 'studio', 'come', 'join', 'dance']"
chill ba dance choreography glow via,1,chill ba dance choreography glow via,"['chill', 'ba', 'dance', 'choreography', 'glow', 'via']"
dance ba feat yom el el ti gun z na forum na na music,1,dance ba feat yom el el ti gun z na forum na na music,"['dance', 'ba', 'feat', 'yom', 'el', 'el', 'ti', 'gun', 'z', 'na', 'forum', 'na', 'na', 'music']"
fun filled event featured range promote healthy eating walk th ba dance n na display based recipe neat right mel ni hot,1,fun filled event featured range promote healthy eating walk th ba dance n na display based recipe neat right mel ni hot,"['fun', 'filled', 'event', 'featured', 'range', 'promote', 'healthy', 'eating', 'walk', 'th', 'ba', 'dance', 'n', 'na', 'display', 'based', 'recipe', 'neat', 'right', 'mel', 'ni', 'hot']"
shut dance men central church head gym catch page information book fit fitness fitness class ba class physical health mental health work ba,1,shut dance men central church head gym catch page information book fit fitness fitness class ba class physical health mental health work ba,"['shut', 'dance', 'men', 'central', 'church', 'head', 'gym', 'catch', 'page', 'information', 'book', 'fit', 'fitness', 'fitness', 'class', 'ba', 'class', 'physical', 'health', 'mental', 'health', 'work', 'ba']"
new ba got n watch learn dance later n zoom ba class pick one link state entertainment healthy healthy motivational dance music,1,new ba got n watch learn dance later n zoom ba class pick one link state entertainment healthy healthy motivational dance music,"['new', 'ba', 'got', 'n', 'watch', 'learn', 'dance', 'later', 'n', 'zoom', 'ba', 'class', 'pick', 'one', 'link', 'state', 'entertainment', 'healthy', 'healthy', 'motivational', 'dance', 'music']"
de boots comfy breathable outdoor sexy high ba dance,1,de boot comfy breathable outdoor sexy high ba dance,"['de', 'boot', 'comfy', 'breathable', 'outdoor', 'sexy', 'high', 'ba', 'dance']"
c bank association exclusive dance fitness session dance th may auditorium dance ba fitness c bank,1,c bank association exclusive dance fitness session dance th may auditorium dance ba fitness c bank,"['c', 'bank', 'association', 'exclusive', 'dance', 'fitness', 'session', 'dance', 'th', 'may', 'auditorium', 'dance', 'ba', 'fitness', 'c', 'bank']"
